,Article Title,Category
35,"NBE, Banque Misr garner over EGP 423 bln from 18% return saving certificates in 2 weeks



The National Bank of Egypt (NBE) and Banque Misr announced Monday that the proceeds of the one-year saving certificates with a 18 percent return, launched on 21 March, amounted to EGP 423 billion by the end of the day and in a span of two weeks.",Economy
36,"Fitch Solutions revises up Egypt’s real GDP growth to 5.5% through end of 2022



Fitch Solutions upgraded Egypt’s real GDP growth forecast to 5.5 percent in 2022, up from the 5.3 percent it projected in February, which is the government’s target for the year, according to Fitch Solutions’ MENA Monthly Outlook Report.",Economy
37,"Egypt allocates EGP 1.1 bln to finance local wheat crop procurement



The Egyptian government allocated EGP 1.1 billion for the General Authority for Supply Commodities and the Agricultural Bank of Egypt in order to finance local wheat crop procurement from farmers, Minister of Finance Mohamed Maait announced on Monday.",Economy
38,"Cairo tops business cities in Africa in 2022: Cabinet



The Cabinet’s Information and Decision Support Centre said on Monday that the Egyptian capital, Cairo, came first in the Global Business Cities Ranking for Africa in 2022, citing a recent report published by Statista Global Business Cities.",Economy
39,"Egypt working on entrenching local industry, securing production inputs: PM



Prime Minister Mostafa Madbouly said on Sunday that the government gives top priority to industrial development by facilitating all the measures necessary for creating more industrial investments in various domains.",Economy
40,"Egypt plans lowering debt to GDP ratio to below 85% over three years: Finance minister



Egypt is planning to lower its debt to GDP ratio to below 90 percent by the end of the current FY2021/22 — which will conclude at the end of June 2022 — and under 85 percent over the coming three years, according to Minister of Finance Mohamed Maait.",Economy
41,"Egypt's exports to Italy rise by 91% in 2021: CAPMAS



Egypt’s exports to Italy rose by 91.4 percent in 2021, bringing in nearly $2.8 billion, up from $1.5 billion in 2020, according to the country's Central Agency for Public Mobilization and Statistics (CAPMAS).",Economy
42,"Egypt’s real GDP growth to decelerate to 3.1% amid Ukrainian war: EBRD report



Egypt’s real GDP growth is expected to decline to 3.1 percent in 2022, down from 7.2 percent recorded in 2021, and to jump to six percent in 2023, the European Bank for Reconstruction and development (EBRD) said on Thursday.",Economy
43,Egypt invested $400 bln to create attractive investment environment: Finance minister to Qatari counterpart,Economy
44,"Egypt’s CBE, Arab Monetary Fund ink agreement to tap regional payment settlements, set-offs



Central Bank of Egypt (CBE) has signed an agreement with the Arab Monetary Fund (AMF) to register with the AMF’s Buna platform that governs intra-payment settlements and set-offs in the Arab region, CBE announced on Thursday.",Economy
45,"IMF praises Egypt’s efforts to address economic repercussions of Russia-Ukraine conflict 



The managing director of the International Monetary Fund (IMF) Kristalina Georgieva praised on Wednesday the rapid response of Egypt’s government to address the repercussions of the Russian-Ukrainian conflict as well as the increase in the prices of food, basic materials, and transport.",Economy
46,"IMF expects global inflation to increase by 1.5% amid ongoing challenges



Global inflation is expected to jump by 1.5 percent in 2022, driven by the Ukrainian-Russian conflict and its associated impacts, particularly the soaring costs of shipping, the International Monetary Fund (IMF) said on Tuesday.",Economy
47,"British trade mission explores joint projects in infrastructure, energy, finance 



A trade mission organised by the Egyptian-British Chamber of Commerce (EBCC) in collaboration with the UK Department for International Trade (DIT) kicked off a tour in Egypt on Sunday, the British embassy in Cairo announced.",Economy
48,"UAE energy minister doubles down on OPEC alliance with Russia: AP report



The United Arab Emirates' energy minister doubled down Monday on an oil alliance with Russia that's helped buoy crude prices to their highest in years as Moscow's war on Ukraine rattles markets and sends energy and commodity prices soaring.",Economy
49,"Global shares gain, oil prices fall as Shanghai locks down



Global shares are mostly higher and oil prices have fallen after Shanghai went into a nine-day semi-lockdown.",Economy
50,"Egypt’s anticipated IMF programme targets preserving country’s positive growth: Finance minister



Egypt’s anticipated programme with the International Monetary Fund (IMF) will target preserving the country’s gains from the previous economic reform programme, Minister of Finance Mohamed Maait said on Saturday.",Economy
51,"Egypt's budget deficit hit EGP 368 bln in 8 months: Finance ministry



Egypt's budget deficit hit EGP 368 billion from July 2021 to February 2022, compared to EGP 320 billion during the same period a year earlier, the Finance Ministry said in a report Thursday.",Economy
52,"Egypt issues Japanese Yen-dominated bonds worth $500 mln to address financial challenges



Egypt issued on Thursday Japanese Yen*-dominated bonds with a total of $500 million, the first of their kind in Egypt and the Middle East.",Economy
53,"Egypt requests IMF support to address economic challenges



Egypt has officially requested support from the International Monetary Fund (IMF) to implement the country’s comprehensive economic program amid the ongoing global challenges, the IMF announced on Wednesday, without revealing further details.",Economy
54,"USD slightly declines against EGP



The USD’s value declined on Wednesday against the Egyptian Pound (EGP) by the end of Wednesday’s trading session following two days of increase.",Economy
55,"Egypt lowers projection for real GDP growth to 5.5% in FY2022/23 over Ukrainian crisis



Egypt lowered its expectation for real GDP growth in upcoming FY2022/2023 – which starts 1 July – to 5.5 percent, down from 5.7 percent expected in January, Minister of Planning and Economic Development Hala El-Said stated on Tuesday.",Economy
56,"NBE, Banque Misr’s 18% return deposit certificates attract EGP 13 bln in first day



Proceeds from certificates of deposit offered by state-owned banks on Monday – the National Bank of Egypt (NBE) and Banque Misr – reached EGP 13 billion in the first day of offering, the two banks announced on Tuesday.",Economy
57,"French investments hit 4 billion euros in Egypt: PM Madbouly



Prime Minister Mostafa Madbouly asserted the partnership between Egypt and France is based on the important role both Egyptian and French companies and institutions play in achieving development by doing business in joint projects.",Economy
58,"US dollar rises to five-year high against Egyptian pound; surpasses EGP 18 on Monday



The Egyptian pound has plunged to its lowest value in nearly five years against the US dollar, trading at EGP 18.1 for buying and EGP 18.2 for selling by closing time at banks on Monday, down from EGP 15.6 and EGP 15.7 respectively the night before, according to the Central Bank of Egypt (CBE).",Economy
59,"US Fed prepared to raise interest rates 'aggressively:' Powell



The US central bank is prepared to raise interest rates by bigger steps than the quarter-point hike announced last week if that is what's needed to contain ""much too high"" inflation, Federal Reserve Chair Jerome Powell said Monday.",Economy
60,"Egypt launches financial, social protection measures to mitigate economic challenges



Egypt’s Ministry of Finance approved on Monday a package of financial and social protection procedures, worth EGP 130 billion, to address the ongoing global economic challenges and their repercussions.",Economy
61,"Central Bank of Egypt raises key interest rates for first time in five years by 1% 



In an unscheduled meeting, the Monetary Policy Committee (MPC) of the Central Bank of Egypt (CBE) raised key interest rates by one percent for the first time since 2017.",Economy
62,"British American Tobacco raises cigarette prices in Egypt 



British American Tobacco (BAT) announced on Sunday a new price increase of up to EGP three for some of its cigarette brands on the Egyptian market, according to Egyptian media reports.",Economy
63,"Egypt's petroleum minister, Siemens discuss investment opportunities in oil, gas industry



Egypt’s Minister of Petroleum and Mineral Resources Tarek El-Molla discussed on Thursday with CEO of Siemens Middle East Dietmar Siersdorfor investment opportunities in oil and gas in Egypt as well as the preparations for hosting the UN climate change summit COP27.",Economy
64,"US Fed raises interest rate in battle against high inflation



The Federal Reserve escalated its battle against the wave of prices increases battering the US economy on Wednesday by raising the benchmark interest even as it acknowledged the risk posed by the war in Ukraine.",Economy
65,"Fed set to raise interest rates to rein in inflation



US central bankers on Wednesday are poised to take the first step to raise borrowing costs in a bid to cap rising inflation before it surges out of control.",Economy
66,"Egypt's trade minister offers business community 83 investment opportunities for local manufacturing



Egyptian Minister of Trade and Industry Nevine Gamea offered 83 investment opportunities to locally manufacture industrial products during her meeting on Wednesday with members of the Federation of Egyptian Industries.",Economy
67,"Egypt, AfDB discuss enhancing regional climate change action



Minister of International Cooperation Rania Al-Mashat discussed with a high-level delegation from the African Development Bank (AfDB) on Tuesday cooperation over the upcoming UN Climate Change Conference (COP27) next November in the Red Sea resort city of Sharm El-Sheikh.",Economy
68,"Egypt not currently in talks with IMF for new loan: Minister 



Egypt is not currently in discussion with the International Monetary Fund (IMF) for a new loan, Minister of Planning Hala El-Said told Reuters News Agency on Monday.",Economy
69,"Remittances from Egyptians abroad up to $31.5 billion in 2021: Central Bank of Egypt 



The Central Bank of Egypt (CBE) said on Monday that remittances from Egyptians working abroad recorded about $31.5 billion in 2021, with an increase of nearly $1.9 billion and at a rate of 6.4 percent, compared to $29.6 billion in 2020.",Economy
70,"Financial inclusion rates up 110% in last 5 years: Egypt CBE deputy governor



Deputy governor of the Central Bank of Egypt (CBE) Sherif Loqman said on Monday that financial inclusion rates have increased by more than 110 percent over the past five years, rising from 27 percent in the end of 2016 to 56.2 percent by the end of 2021.",Economy
71,"Rising food prices shake North Africa as Ukraine war rages



Households across North Africa are rushing to stock up on flour, semolina and other staples as food prices rise following Russia's invasion of Ukraine, both key wheat exporters to the region.",Economy
72,"Egypt to receive 189,000 tonnes of wheat from Russia, Ukraine, and Romania in coming days



Egypt is set to receive a total amount of 189,000 tonnes of wheat from Russia, Ukraine and Romania in the coming days, a statement by the Ministry of Supply and Internal Trade said on Sunday.",Economy
73,"Egypt imposes three-month export ban on cooking oil, corn, green wheat



Egypt has imposed an export ban on cooking oil, corn, and all kinds of cracked green wheat (fereek) for three months, Minister of Trade and Industry Nevine Gamea announced on Saturday, according to Ahram Arabic news website.",Economy
74,"Egypt bans export of wheat, other staples for 3 months



Egypt's Ministry of Trade and Industry has banned the export of wheat, fava beans, lentils, pasta, and all kinds of flour for the next three months, according to Al-Ahram Arabic news website.",Economy
75,"Egypt’s annual inflation hit 10% in February, the highest in three years



Egypt’s annual headline inflation accelerated in February to 10 percent, up from 8 percent in January, the Central Agency for Public Mobilisation and Statistics (CAPMAS) announced on Thursday.",Economy
76,"INTERVIEW: EBRD supports Egypt’s green transformation, COP27: Bank VP



The European Bank for Reconstruction and Development (EBRD) supports Egypt’s efforts accelerating green transformation and investment ahead of it hosting the UN Climate Change Conference 2022 (COP27) in November, said EBRD’s Vice President for Policy and Partnerships Mark Bowman.",Economy
77,"Biden signing order on cryptocurrency as its use explodes



President Joe Biden is signing an executive order on government oversight of cryptocurrency that urges the Federal Reserve to explore whether the central bank should jump in and create its own digital currency.",Economy
78,"Dubai to host 8th edition of World Government Summit on 22 March



The UAE is set to hold the eighth World Government Summit (WGS) 2022 on 22 March, UAE Minister of Cabinet Affairs and Chairman of the WGS Mohammed Abdullah Al-Gergawi announced on Tuesday.",Economy
79,"Egypt's wheat reserves to cover eight months of domestic needs after local harvest supplied: Minister



Egypt will have enough wheat reserves to cover eight months of the domestic market’s needs after the local harvest is delivered and the government will import wheat from alternative markets to deal with the current exceptional circumstances caused by the Russian invasion of Ukraine, said Minister of Finance Mohamed Maait.",Economy
80,"Egypt, EBRD launch 2022-2027 country strategy



Egypt’s Ministry of International Cooperation and the European Bank for Reconstruction and Development (EBRD) launched on Sunday the EBRD’s new country strategy for Egypt for the upcoming five years (2022-2027).",Economy
81,"Saudi Aramco shares hit new record high



Saudi energy giant Aramco's shares hit a record high for a second straight day on Thursday, as global oil prices surged after Russia's invasion of Ukraine.",Economy
82,"Egypt’s rank in World Bank’s entrepreneurship indicator improved by 25 points



Egypt’s score in the World Bank’s entrepreneurship indicator accelerated to 100 in the bank’s 2022 report, up from the 75 recorded in the 2021 report, according to the World Bank’s Women, Business, and the Law 2022 report released on Tuesday.",Economy
83,"Egypt, UAE sign reinsurance agreement to boost exports between two countries



Emirati Etihad Credit Insurance (ECI), the UAE Federal export credit agency (ECA), and Egypt’s state-owned Export Credit Guarantee of Egypt company (EGE) inked Sunday a reciprocal reinsurance agreement that aims to support projects in the two countries and their collaborative initiatives globally.",Economy
84,"EU backed NGOs with €10 bln over past seven years: High representative



The European Union (EU) provided roughly €10 billion to support non-government organisations (NGOs) in its partner countries over the past seven years (2014-2021), including Egypt, EU High Representative and Vice-President Josep Borrell said in a statement on Sunday in celebration of World NGO day.",Economy
85,"IMF, World Bank to extend all support to Ukraine amid Russian invasion: IMF’s managing director



The International Monetary Fund (IMF) will work hand-in-hand with the World Bank Group (WBG) and other partners to coordinate support for Ukraine amid the Russian invasion, the IMF’s managing director Kristalina Georgieva stated on Friday.",Economy
86,"EBRD considering imposing sanctions against Russia over its invasion of Ukraine



The European Bank for Reconstruction and Development (EBRD) is considering imposing sanctions against Russia on the back of its invasion of Ukraine, the bank announced in a statement following a meeting of its Board of Directors on Friday.",Economy
87,"Russia-Ukraine conflict raises big risks for global economy: AP report



Just what a vulnerable world economy didn't need, a conflict that accelerates inflation, rattles markets and portends trouble for everyone from European consumers to indebted Chinese developers and families in Africa that face soaring food prices.",Economy
88,"Egypt’s banks provided EGP 253 bln in finances for industrial, agricultural, construction sectors by end-December: CBE



Egypt’s banks extended finances worth EGP 253 billion to about 8,800 beneficiaries in the industrial, agricultural and construction sectors by the end of December 2021, according to the Central Bank of Egypt’s (CBE) data published by MENA.",Economy
89,"Egypt’s remittances climb to $28.9 bln during first 11 months of 2021



Egyptian expats' remittances rose by 6.6 percent ($1.8 billion) from January to November 2021 to post $28.9 billion, compared to the corresponding period in 2020, Central Bank of Egypt (CBE) announced on Thursday.",Economy
90,"MSME sector accounts for 80% of Egypt’s economy: Trade minister



The micro, small and medium-sized enterprises (MSMEs) sector represents over 80 percent of Egypt’s economy, which is why the government is keen on strengthening cooperation with international partners on development programs in this regard, said Minister of Trade and Industry and the Executive Director of Micro, Small and Medium-Sized Enterprises Development Agency (MSMEDA) Nevine Gamea.",Economy
91,"International cooperation ministry, World Bank delegation discuss COP27 preparations, green transition



Egypt’s Minister of International Cooperation Rania Al-Mashat held on Wednesday a meeting with a World Bank delegation and the Multilateral Investment Guarantee Agency (MIGA) at the Ministry’s headquarters to chart a roadmap for climate action in the country and the transition to a green economy in Egypt.",Economy
92,"Egypt’s real GDP growth climbs to 8.3% in Q2 of FY2021/22: Planning minister



Egypt’s real GDP growth jumped to 8.3 percent during the second quarter (Q2) of the current FY2021/2022 (October-December 2021), up from 2 percent reached during the corresponding quarter of FY2020/2021.",Economy
93,"Egypt’s GDP projected to jump to EGP 7.9 tln by end of FY2021/22



Egypt’s GDP is expected to grow to post EGP 7.9 billion by the end of the current FY2021/22, up from the EGP 4.8 trillion recorded in FY2017/18 and EGP 4.4 trillion recorded in previous fiscal years, the Ministry of Planning and Economic Development announced on Monday.",Economy
94,"EFG Hermes announces Goldman Sachs as adviser of FAB’s likely offer



Egypt-based investment and financial holding company EFG Hermes has appointed Goldman Sachs as an adviser for the likely acquisition deal offered by the UAE’s First Abu Dhabi Bank (FAB), the company announced on Monday in a filing sent to the Egyptian Exchange (EGX).",Economy
95,"Japanese Embassy in Cairo, UNICEF ink $3.5 mln agreement, MoU to scale up vaccination in Egypt



The Japanese Embassy in Cairo and the UNICEF inked on Sunday an agreement and a memorandum of understanding (MoU) to implement a project to expand the scope of vaccination against COVID-19 in Egypt.",Economy
96,"Egypt warms up for applying ACI at airports: Finance minister



Egypt is warming up for applying the Advanced Cargo Information (ACI) system in its airports following the successful implementation of the system in the sea ports, Minister of Finance Mohamed Maait announced on Sunday.",Economy
97,"Q&A: The Egyptian economy, present and future challenges



Al-Ahram interviewed World Bank Senior Economist Sara Al-Nashar and Senior Digital Development Specialist Eric Dunand about the World Bank’s recently issued report on Egypt titled “The Far-Reaching Impact of Government Digitalisation.”",Economy
98,"Africa Health ExCon to help Egypt become pharmaceutical hub: UK ambassador



The organisation of the Africa Health ExCon (AHE) in Egypt is a golden opportunity for the country to become a hub for exporting pharmaceutical products to Africa, said Gareth Baley, the British ambassador to Egypt.",Economy
99,"Egypt secures $20 bln in development finances from int’l institutions in 2020 and 2021: Al-Mashat



Egypt secured $20 billion in development finances from international financial institutions and development banks in 2020 and 2021, Minister of International Cooperation Rania Al-Mashat said on Wednesday.",Economy
100,"Global sovereign debt to maintain upward tendency through 2022: Fitch Ratings



The global sovereign debt is expected to maintain its increase through the end of 2022 to reach $88 trillion, Fitch Ratings stated in a report released on Wednesday.",Economy
101,"EU-AU summit presents unique opportunity for deeper partnership: EU Ambassador to Egypt



The European Union-African Union (AU) two-day summit, which is scheduled to kick off in Brussels on Thursday, will present a unique opportunity to lay the foundations for a renewed and deeper EU-AU partnership with the highest political involvement and based on trust and a clear understanding of mutual interests, the head of the EU Delegation to Egypt Ambassador Christian Berger stated on Tuesday.",Economy
102,"Financial fragility, rising inflation put heavy pressure on developing countries, including Egypt: World Bank report



Developing countries, including Egypt, are under elevated risk of financial fragility caused by the COVID-19 crisis and non-transparent debt, according to the World Development Report 2022 released by the World Bank on Tuesday.",Economy
103,"Egypt's exports to Brazil increased by 155.4% in 2021: Trade minister



Egypt's exports to the Brazilian market achieved a significant increase of 155.4 percent during 2021, reaching $542 million compared to $212 million in 2020, Minister of Trade and Industry Nevine Gamea announced on Sunday.",Economy
104,"Fitch Solutions upgrades Egypt’s real GDP growth to 5.3% in FY2021/22, FY2022/23



Fitch Solutions revised up Egypt’s real GDP growth forecast to 5.3 percent in both the current FY2021/22 and FY2022/23, up from the 5 percent it expected for Egypt in FY2021/22.",Economy
105,"EBRD approves new country strategy for Egypt through 2027



The board of directors of the European Bank for Reconstruction and Development (EBRD) approved on Thursday its country strategy for Egypt through 2027.",Economy
106,"Egypt’s online investment map offers new facilities and services



Mohamed Abdel-Wahab, CEO of the General Authority for Investment and Free Zones (GAFI), announced on Thursday the launch of the updated version of Egypt's investment map with new facilities and mechanisms that allow investors to offer proposals electronically.",Economy
107,"Egypt’s annual inflation jumps to 8%, monthly rate inches up by 1%: CAPMAS



Egypt’s annual headline inflation hiked approximately two-fold in January to eight percent, up from 4.8 percent in January 2021, the Central Agency for Public Mobilisation and Statistics (CAPMAS) reported on Thursday.",Economy
108,"AfCFTA Secretariat and Afreximbank sign agreement for management of AfCFTA Adjustment Fund



The African Continental Free Trade Area (AfCFTA) Secretariat and African Export-Import Bank (Afreximbank) signed an Agreement on Wednesday in Cairo on the management of the Base Fund of the AfCFTA Adjustment Fund.",Economy
109,"Egypt one of the best African countries to invest in 2022: Business Insider



Business Insider ranked Egypt second in its list of top ten investment destinations in Africa, following Nigeria and coming ahead of South Africa, Algeria, Morocco, Kenya, Ethiopia, Ghana, Angola, and Côte d’Ivoire.",Economy
110,"Egypt concludes consultations with UN on strategic partnership framework 2023/27



Egypt's Ministry of International Cooperation launched on Tuesday a high-level consultative meeting on the strategic partnership framework with the United Nations (UN) for 2023-2027, which marks the conclusion of the consultations stage.",Economy
111,"Egypt’s international reserves inch up to $40.98 bln in January: CBE



Egypt’s net international reserves (NIRs) edged up in January by $45 million to post $40.98 billion, up from $40.93 billion recorded in December, the Central Bank of Egypt (CBE) announced on Sunday.",Economy
112,"Egypt’s PMI for non-oil business drops to lowest point since April 2021



Egypt’s purchasing managers’ index (PMI) for the non-oil business sector fell in January to 47.9, down from December’s 49, the lowest reading since 47.7 in April 2021, IHS Markit announced on Thursday.",Economy
113,"US, Egypt partner up to boost tourism sector



The US government, through the US Agency for International Development (USAID), and Egypt’s Ministry of Tourism and Antiquities launched on Tuesday the Esna Tourism Promotion Campaign in Luxor to support Egypt’s tourism sector.",Economy
114,"Egypt’s balance of payments hits $311.4 mln surplus, tourism revenues ups to $2.8 billion in 1Q of FY2021/22: CBE



Egypt’s balance of payments attained an overall surplus of $311.4 million in the first quarter (1Q) FY2021/2022 (July-September 2021), the Central Bank of Egypt (CBE) announced on Wednesday.",Economy
115,"Egypt targets reducing budget’s overall deficit to below 6% in FY2022/23: Finance minister



Egypt targets lowering the budget’s overall deficit to below 6.7 percent by end of FY2021/2022 and to below six percent in FY2022/2023, down from 7.4 percent in FY2020/21, Minister of Finance Mohamed Maait announced on Wednesday.",Economy
